#                                                                                                                                                                      $
#      ENTRAF is free for academic/noncommercial use                                                                                                                   $
#                                                                                                                                                                      $
#      User is not entitled to change or erase data sets of the ENTRAF database or to eliminate copyright notices from ENTRAF. Furthermore                             $
#      user is not entitled to expand ENTRAF or to integrate ENTRAF partly or as a whole into other databank systems     without prior written consent                 $
#      from IIMAS-UNAM.                                                                                                                                                $
#                                                                                                                                                                      $
# Citation                                                                                                                                                             $
#      Tenorio-Salgado   S. et al (2025) ENcyclopedia of TRAnscription Factors in Bacteria and Archaea genomes (ENTRAF) version 2.0.                                   $
#                                                                                                                                                                      $
# Contact                                                                                                                                                              $
#                                                                                                                                                                      $
#      ENTRAF Team                                                                                                                                                     $
#      Web Page: entraf.iimas.unam.mx                                                                                                                                  $
#      (ernesto.perez@iimas.unam.mx)                                                                                                                                   $
#                                                                                                                                                                      $
# Release: 2.0. Date: XX/XX/2025                                                                                                                                       $
# Interproscan annotations
#
ENTRAF_ID	PROTEIN_ID	LENGTH	PROGRAM	IDENTIFICATOR	FUNCTION	START	END	EVALUE	INTERPRO_ID	INTERPRO_FUNCTION	GO annotation
ENTRAF0944	P0A153	202	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	115	125	1.10E-12	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0944	P0A153	202	NCBIfam	TIGR00498	transcriptional repressor LexA	1	202	3.40E-72	IPR006200	Transcription regulator LexA	GO:0004252(InterPro)|GO:0009432(InterPro)|GO:0045892(InterPro)
ENTRAF0944	P0A153	202	Gene3D	G3DSA:2.10.109.10	"Umud Fragment, subunit A"	79	202	1.90E-39	-	-	-
ENTRAF0944	P0A153	202	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	3	70	1.13E-21	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF0944	P0A153	202	FunFam	G3DSA:1.10.10.10:FF:000009	LexA repressor	1	69	4.10E-33	-	-	-
ENTRAF0944	P0A153	202	FunFam	G3DSA:2.10.109.10:FF:000001	LexA repressor	79	202	2.10E-54	-	-	-
ENTRAF0944	P0A153	202	SUPERFAMILY	SSF51306	LexA/Signal peptidase	79	201	7.85E-37	IPR036286	LexA/Signal peptidase-like superfamily	-
ENTRAF0944	P0A153	202	CDD	cd06529	S24_LexA-like	115	191	3.00E-24	IPR039418	LexA-like	-
ENTRAF0945	P61611	203	FunFam	G3DSA:2.10.109.10:FF:000001	LexA repressor	82	203	2.40E-45	-	-	-
ENTRAF0945	P61611	203	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	3	69	1.76E-18	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF0945	P61611	203	SUPERFAMILY	SSF51306	LexA/Signal peptidase	81	201	1.57E-32	IPR036286	LexA/Signal peptidase-like superfamily	-
ENTRAF0945	P61611	203	Hamap	MF_00015	LexA repressor [lexA].	3	203	31.358063	IPR006200	Transcription regulator LexA	GO:0004252(InterPro)|GO:0009432(InterPro)|GO:0045892(InterPro)
ENTRAF0945	P61611	203	FunFam	G3DSA:1.10.10.10:FF:000009	LexA repressor	1	68	3.10E-25	-	-	-
ENTRAF0945	P61611	203	Pfam	PF00717	Peptidase S24-like	84	197	1.50E-31	IPR015927	Peptidase S24/S26A/S26B/S26C	-
ENTRAF0945	P61611	203	CDD	cd06529	S24_LexA-like	119	186	3.27E-20	IPR039418	LexA-like	-
ENTRAF0945	P61611	203	Gene3D	G3DSA:1.10.10.10	-	1	68	1.90E-22	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF0945	P61611	203	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	158	170	3.10E-07	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0945	P61611	203	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	119	129	3.10E-07	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0945	P61611	203	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	130	141	3.10E-07	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0945	P61611	203	NCBIfam	TIGR00498	transcriptional repressor LexA	1	201	2.50E-58	IPR006200	Transcription regulator LexA	GO:0004252(InterPro)|GO:0009432(InterPro)|GO:0045892(InterPro)
ENTRAF0945	P61611	203	Gene3D	G3DSA:2.10.109.10	"Umud Fragment, subunit A"	82	202	1.60E-36	-	-	-
ENTRAF0945	P61611	203	PANTHER	PTHR33516	LEXA REPRESSOR	1	203	1.60E-73	IPR050077	LexA repressor	-
ENTRAF0945	P61611	203	Pfam	PF01726	LexA DNA binding domain	1	64	2.20E-17	IPR006199	"LexA repressor, DNA-binding domain"	GO:0004252(InterPro)|GO:0006508(InterPro)
ENTRAF0946	Q72P22	209	CDD	cd06529	S24_LexA-like	122	202	3.09E-17	IPR039418	LexA-like	-
ENTRAF0946	Q72P22	209	Pfam	PF00717	Peptidase S24-like	87	202	4.00E-18	IPR015927	Peptidase S24/S26A/S26B/S26C	-
ENTRAF0946	Q72P22	209	SUPERFAMILY	SSF51306	LexA/Signal peptidase	82	202	6.41E-24	IPR036286	LexA/Signal peptidase-like superfamily	-
ENTRAF0946	Q72P22	209	Gene3D	G3DSA:1.10.10.10	-	9	73	1.80E-11	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF0946	Q72P22	209	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	10	74	2.33E-13	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF0946	Q72P22	209	PANTHER	PTHR33516	LEXA REPRESSOR	9	200	2.80E-24	IPR050077	LexA repressor	-
ENTRAF0946	Q72P22	209	Gene3D	G3DSA:2.10.109.10	"Umud Fragment, subunit A"	84	207	5.10E-25	-	-	-
ENTRAF0946	Q72P22	209	CDD	cd00090	HTH_ARSR	12	77	3.77E-07	IPR011991	ArsR-like helix-turn-helix domain	-
ENTRAF0946	Q72P22	209	Pfam	PF01726	LexA DNA binding domain	10	67	8.30E-07	IPR006199	"LexA repressor, DNA-binding domain"	GO:0004252(InterPro)|GO:0006508(InterPro)
ENTRAF0947	Q8F663	203	FunFam	G3DSA:2.10.109.10:FF:000001	LexA repressor	82	203	2.40E-45	-	-	-
ENTRAF0947	Q8F663	203	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	3	69	1.76E-18	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF0947	Q8F663	203	SUPERFAMILY	SSF51306	LexA/Signal peptidase	81	201	1.57E-32	IPR036286	LexA/Signal peptidase-like superfamily	-
ENTRAF0947	Q8F663	203	Hamap	MF_00015	LexA repressor [lexA].	3	203	31.358063	IPR006200	Transcription regulator LexA	GO:0004252(InterPro)|GO:0009432(InterPro)|GO:0045892(InterPro)
ENTRAF0947	Q8F663	203	FunFam	G3DSA:1.10.10.10:FF:000009	LexA repressor	1	68	3.10E-25	-	-	-
ENTRAF0947	Q8F663	203	Pfam	PF00717	Peptidase S24-like	84	197	1.50E-31	IPR015927	Peptidase S24/S26A/S26B/S26C	-
ENTRAF0947	Q8F663	203	CDD	cd06529	S24_LexA-like	119	186	3.27E-20	IPR039418	LexA-like	-
ENTRAF0947	Q8F663	203	Gene3D	G3DSA:1.10.10.10	-	1	68	1.90E-22	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF0947	Q8F663	203	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	158	170	3.10E-07	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0947	Q8F663	203	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	119	129	3.10E-07	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0947	Q8F663	203	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	130	141	3.10E-07	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0947	Q8F663	203	NCBIfam	TIGR00498	transcriptional repressor LexA	1	201	2.50E-58	IPR006200	Transcription regulator LexA	GO:0004252(InterPro)|GO:0009432(InterPro)|GO:0045892(InterPro)
ENTRAF0947	Q8F663	203	Gene3D	G3DSA:2.10.109.10	"Umud Fragment, subunit A"	82	202	1.60E-36	-	-	-
ENTRAF0947	Q8F663	203	PANTHER	PTHR33516	LEXA REPRESSOR	1	203	1.60E-73	IPR050077	LexA repressor	-
ENTRAF0947	Q8F663	203	Pfam	PF01726	LexA DNA binding domain	1	64	2.20E-17	IPR006199	"LexA repressor, DNA-binding domain"	GO:0004252(InterPro)|GO:0006508(InterPro)
ENTRAF0948	C1F978	198	NCBIfam	TIGR00498	transcriptional repressor LexA	1	197	8.10E-54	IPR006200	Transcription regulator LexA	GO:0004252(InterPro)|GO:0009432(InterPro)|GO:0045892(InterPro)
ENTRAF0948	C1F978	198	Hamap	MF_00015	LexA repressor [lexA].	1	198	29.396181	IPR006200	Transcription regulator LexA	GO:0004252(InterPro)|GO:0009432(InterPro)|GO:0045892(InterPro)
ENTRAF0948	C1F978	198	Gene3D	G3DSA:1.10.10.10	-	1	66	6.50E-23	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF0948	C1F978	198	FunFam	G3DSA:2.10.109.10:FF:000001	LexA repressor	77	198	3.10E-38	-	-	-
ENTRAF0948	C1F978	198	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	1	67	1.05E-18	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF0948	C1F978	198	CDD	cd06529	S24_LexA-like	111	191	3.05E-19	IPR039418	LexA-like	-
ENTRAF0948	C1F978	198	Pfam	PF00717	Peptidase S24-like	79	191	6.40E-25	IPR015927	Peptidase S24/S26A/S26B/S26C	-
ENTRAF0948	C1F978	198	Pfam	PF01726	LexA DNA binding domain	1	61	2.30E-15	IPR006199	"LexA repressor, DNA-binding domain"	GO:0004252(InterPro)|GO:0006508(InterPro)
ENTRAF0948	C1F978	198	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	122	133	5.20E-07	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0948	C1F978	198	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	111	121	5.20E-07	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0948	C1F978	198	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	151	163	5.20E-07	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0948	C1F978	198	PANTHER	PTHR33516	LEXA REPRESSOR	1	198	3.70E-52	IPR050077	LexA repressor	-
ENTRAF0948	C1F978	198	SUPERFAMILY	SSF51306	LexA/Signal peptidase	77	196	7.72E-28	IPR036286	LexA/Signal peptidase-like superfamily	-
ENTRAF0948	C1F978	198	Gene3D	G3DSA:2.10.109.10	"Umud Fragment, subunit A"	82	198	5.00E-30	-	-	-
ENTRAF0949	Q1D406	222	Pfam	PF01726	LexA DNA binding domain	1	64	7.00E-22	IPR006199	"LexA repressor, DNA-binding domain"	GO:0004252(InterPro)|GO:0006508(InterPro)
ENTRAF0949	Q1D406	222	Pfam	PF00717	Peptidase S24-like	90	210	2.00E-28	IPR015927	Peptidase S24/S26A/S26B/S26C	-
ENTRAF0949	Q1D406	222	Hamap	MF_00015	LexA repressor [lexA].	3	216	32.14423	IPR006200	Transcription regulator LexA	GO:0004252(InterPro)|GO:0009432(InterPro)|GO:0045892(InterPro)
ENTRAF0949	Q1D406	222	PANTHER	PTHR33516	LEXA REPRESSOR	1	216	6.80E-67	IPR050077	LexA repressor	-
ENTRAF0949	Q1D406	222	FunFam	G3DSA:1.10.10.10:FF:000009	LexA repressor	1	67	1.90E-25	-	-	-
ENTRAF0949	Q1D406	222	FunFam	G3DSA:2.10.109.10:FF:000001	LexA repressor	88	216	3.90E-46	-	-	-
ENTRAF0949	Q1D406	222	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	3	67	3.29E-20	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF0949	Q1D406	222	SUPERFAMILY	SSF51306	LexA/Signal peptidase	87	214	1.26E-34	IPR036286	LexA/Signal peptidase-like superfamily	-
ENTRAF0949	Q1D406	222	CDD	cd06529	S24_LexA-like	127	211	3.12E-22	IPR039418	LexA-like	-
ENTRAF0949	Q1D406	222	Gene3D	G3DSA:2.10.109.10	"Umud Fragment, subunit A"	88	217	1.80E-37	-	-	-
ENTRAF0949	Q1D406	222	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	166	178	3.20E-09	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0949	Q1D406	222	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	127	137	3.20E-09	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0949	Q1D406	222	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	138	149	3.20E-09	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0949	Q1D406	222	NCBIfam	TIGR00498	transcriptional repressor LexA	1	216	5.10E-61	IPR006200	Transcription regulator LexA	GO:0004252(InterPro)|GO:0009432(InterPro)|GO:0045892(InterPro)
ENTRAF0949	Q1D406	222	Gene3D	G3DSA:1.10.10.10	-	1	67	2.50E-23	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF0950	Q8P5C9	355	ProSiteProfiles	PS50932	LacI-type HTH domain profile.	4	58	33.316185	IPR000843	LacI-type HTH domain	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0950	Q8P5C9	355	Pfam	PF13377	Periplasmic binding protein-like domain	173	339	2.30E-29	IPR046335	"Transcriptional regulator LacI/GalR-like, sensor domain"	-
ENTRAF0950	Q8P5C9	355	Gene3D	G3DSA:3.40.50.2300	-	165	294	1.10E-61	-	-	-
ENTRAF0950	Q8P5C9	355	CDD	cd01392	HTH_LacI	7	58	3.76E-19	IPR000843	LacI-type HTH domain	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0950	Q8P5C9	355	SMART	SM00354	laci3	3	73	3.60E-25	IPR000843	LacI-type HTH domain	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0950	Q8P5C9	355	PANTHER	PTHR30146	LACI-RELATED TRANSCRIPTIONAL REPRESSOR	3	342	1.70E-83	-	-	GO:0000976(PANTHER)|GO:0003700(PANTHER)|GO:0006355(PANTHER)
ENTRAF0950	Q8P5C9	355	FunFam	G3DSA:1.10.260.40:FF:000036	LacI family transcriptional regulator	1	58	5.50E-41	-	-	-
ENTRAF0950	Q8P5C9	355	Gene3D	G3DSA:1.10.260.40	-	1	58	5.60E-22	IPR010982	"Lambda repressor-like, DNA-binding domain superfamily"	GO:0003677(InterPro)
ENTRAF0950	Q8P5C9	355	FunFam	G3DSA:3.40.50.2300:FF:000215	LacI family DNA-binding transcriptional regulator	165	294	2.10E-81	-	-	-
ENTRAF0950	Q8P5C9	355	ProSitePatterns	PS00356	LacI-type HTH domain signature.	6	24	-	-	-	-
ENTRAF0950	Q8P5C9	355	SUPERFAMILY	SSF47413	lambda repressor-like DNA-binding domains	2	59	4.57E-17	IPR010982	"Lambda repressor-like, DNA-binding domain superfamily"	GO:0003677(InterPro)
ENTRAF0950	Q8P5C9	355	CDD	cd01545	PBP1_SalR	64	338	1.69E-123	-	-	-
ENTRAF0950	Q8P5C9	355	PRINTS	PR00036	LacI bacterial regulatory protein HTH signature	15	25	5.50E-05	IPR000843	LacI-type HTH domain	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0950	Q8P5C9	355	PRINTS	PR00036	LacI bacterial regulatory protein HTH signature	5	15	5.50E-05	IPR000843	LacI-type HTH domain	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0950	Q8P5C9	355	Gene3D	G3DSA:3.40.50.2300	-	64	312	1.10E-61	-	-	-
ENTRAF0950	Q8P5C9	355	Pfam	PF00356	"Bacterial regulatory proteins, lacI family"	5	50	9.20E-15	IPR000843	LacI-type HTH domain	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0950	Q8P5C9	355	SUPERFAMILY	SSF53822	Periplasmic binding protein-like I	64	342	6.71E-63	IPR028082	Periplasmic binding protein-like I	-
ENTRAF0951	Q8EBJ8	338	PANTHER	PTHR30146	LACI-RELATED TRANSCRIPTIONAL REPRESSOR	2	334	6.40E-85	-	-	GO:0000976(PANTHER)|GO:0003700(PANTHER)|GO:0006355(PANTHER)
ENTRAF0951	Q8EBJ8	338	Gene3D	G3DSA:3.40.50.2300	-	165	294	4.90E-61	-	-	-
ENTRAF0951	Q8EBJ8	338	Pfam	PF00356	"Bacterial regulatory proteins, lacI family"	4	49	2.70E-14	IPR000843	LacI-type HTH domain	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0951	Q8EBJ8	338	CDD	cd01545	PBP1_SalR	63	332	1.59E-118	-	-	-
ENTRAF0951	Q8EBJ8	338	SUPERFAMILY	SSF53822	Periplasmic binding protein-like I	63	336	2.36E-64	IPR028082	Periplasmic binding protein-like I	-
ENTRAF0951	Q8EBJ8	338	ProSiteProfiles	PS50932	LacI-type HTH domain profile.	3	57	32.675377	IPR000843	LacI-type HTH domain	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0951	Q8EBJ8	338	SUPERFAMILY	SSF47413	lambda repressor-like DNA-binding domains	2	60	2.68E-17	IPR010982	"Lambda repressor-like, DNA-binding domain superfamily"	GO:0003677(InterPro)
ENTRAF0951	Q8EBJ8	338	CDD	cd01392	HTH_LacI	7	57	4.15E-19	IPR000843	LacI-type HTH domain	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0951	Q8EBJ8	338	SMART	SM00354	laci3	2	72	5.10E-26	IPR000843	LacI-type HTH domain	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0951	Q8EBJ8	338	Gene3D	G3DSA:1.10.260.40	-	1	61	1.00E-20	IPR010982	"Lambda repressor-like, DNA-binding domain superfamily"	GO:0003677(InterPro)
ENTRAF0951	Q8EBJ8	338	Pfam	PF13377	Periplasmic binding protein-like domain	174	333	2.20E-29	IPR046335	"Transcriptional regulator LacI/GalR-like, sensor domain"	-
ENTRAF0951	Q8EBJ8	338	Gene3D	G3DSA:3.40.50.2300	-	63	310	4.90E-61	-	-	-
ENTRAF0951	Q8EBJ8	338	PRINTS	PR00036	LacI bacterial regulatory protein HTH signature	14	24	5.90E-05	IPR000843	LacI-type HTH domain	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0951	Q8EBJ8	338	PRINTS	PR00036	LacI bacterial regulatory protein HTH signature	4	14	5.90E-05	IPR000843	LacI-type HTH domain	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0952	Q9HXD3	219	ProSitePatterns	PS00622	LuxR-type HTH domain signature.	173	200	-	IPR000792	"Transcription regulator LuxR, C-terminal"	GO:0006355(InterPro)
ENTRAF0952	Q9HXD3	219	SMART	SM00421	luxrmega5	156	213	8.20E-28	IPR000792	"Transcription regulator LuxR, C-terminal"	GO:0006355(InterPro)
ENTRAF0952	Q9HXD3	219	Pfam	PF00196	"Bacterial regulatory proteins, luxR family"	158	213	2.10E-18	IPR000792	"Transcription regulator LuxR, C-terminal"	GO:0006355(InterPro)
ENTRAF0952	Q9HXD3	219	ProSiteProfiles	PS50043	LuxR-type HTH domain profile.	152	217	29.400862	IPR000792	"Transcription regulator LuxR, C-terminal"	GO:0006355(InterPro)
ENTRAF0952	Q9HXD3	219	PANTHER	PTHR43214	TWO-COMPONENT RESPONSE REGULATOR	9	218	2.70E-59	IPR039420	Transcriptional regulatory protein WalR-like	-
ENTRAF0952	Q9HXD3	219	SUPERFAMILY	SSF52172	CheY-like	11	143	4.55E-37	IPR011006	CheY-like superfamily	-
ENTRAF0952	Q9HXD3	219	SMART	SM00448	REC_2	12	125	3.80E-34	IPR001789	"Signal transduction response regulator, receiver domain"	GO:0000160(InterPro)
ENTRAF0952	Q9HXD3	219	Gene3D	G3DSA:3.40.50.2300	-	12	219	2.50E-69	-	-	-
ENTRAF0952	Q9HXD3	219	Pfam	PF00072	Response regulator receiver domain	15	126	3.10E-27	IPR001789	"Signal transduction response regulator, receiver domain"	GO:0000160(InterPro)
ENTRAF0952	Q9HXD3	219	CDD	cd19931	REC_NarL	14	130	8.17E-66	-	-	-
ENTRAF0952	Q9HXD3	219	SUPERFAMILY	SSF46894	C-terminal effector domain of the bipartite response regulators	146	218	1.84E-22	IPR016032	"Signal transduction response regulator, C-terminal effector"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF0952	Q9HXD3	219	CDD	cd06170	LuxR_C_like	159	215	1.21E-19	IPR000792	"Transcription regulator LuxR, C-terminal"	GO:0006355(InterPro)
ENTRAF0952	Q9HXD3	219	PRINTS	PR00038	LuxR bacterial regulatory protein HTH signature	173	189	1.10E-13	IPR000792	"Transcription regulator LuxR, C-terminal"	GO:0006355(InterPro)
ENTRAF0952	Q9HXD3	219	PRINTS	PR00038	LuxR bacterial regulatory protein HTH signature	189	201	1.10E-13	IPR000792	"Transcription regulator LuxR, C-terminal"	GO:0006355(InterPro)
ENTRAF0952	Q9HXD3	219	PRINTS	PR00038	LuxR bacterial regulatory protein HTH signature	159	173	1.10E-13	IPR000792	"Transcription regulator LuxR, C-terminal"	GO:0006355(InterPro)
ENTRAF0952	Q9HXD3	219	ProSiteProfiles	PS50110	Response regulatory domain profile.	13	129	43.595253	IPR001789	"Signal transduction response regulator, receiver domain"	GO:0000160(InterPro)
ENTRAF0952	Q9HXD3	219	NCBIfam	NF007935	two-component system response regulator NarL	8	217	4.10E-100	-	-	-
ENTRAF0953	Q5E2D6	141	Gene3D	G3DSA:1.10.10.10	-	1	135	6.60E-32	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF0953	Q5E2D6	141	Hamap	MF_01177	HTH-type transcriptional repressor NsrR [nsrR].	1	141	48.195644	IPR023761	"Transcriptional repressor HTH, NsrR"	GO:0045892(InterPro)
ENTRAF0953	Q5E2D6	141	FunFam	G3DSA:1.10.10.10:FF:000105	HTH-type transcriptional repressor NsrR	1	135	4.20E-70	-	-	-
ENTRAF0953	Q5E2D6	141	NCBIfam	NF008240	nitric oxide-sensing transcriptional repressor NsrR	1	139	5.60E-70	-	-	-
ENTRAF0953	Q5E2D6	141	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	2	131	2.99E-31	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF0953	Q5E2D6	141	Pfam	PF02082	Iron-dependent Transcriptional regulator	3	129	5.00E-31	IPR000944	Transcription regulator Rrf2	-
ENTRAF0953	Q5E2D6	141	NCBIfam	TIGR00738	Rrf2 family transcriptional regulator	1	128	9.70E-30	IPR000944	Transcription regulator Rrf2	-
ENTRAF0953	Q5E2D6	141	ProSiteProfiles	PS51197	Rrf2-type HTH domain profile.	2	129	42.934292	IPR000944	Transcription regulator Rrf2	-
ENTRAF0953	Q5E2D6	141	ProSitePatterns	PS01332	Rrf2-type HTH domain signature.	49	67	-	IPR030489	"Transcription regulator Rrf2-type, conserved site"	-
ENTRAF0953	Q5E2D6	141	PANTHER	PTHR33221	"WINGED HELIX-TURN-HELIX TRANSCRIPTIONAL REGULATOR, RRF2 FAMILY"	1	133	5.00E-29	IPR000944	Transcription regulator Rrf2	GO:0003700(PANTHER)|GO:0005829(PANTHER)|GO:0006355(PANTHER)
ENTRAF0954	Q88CY1	478	FunFam	G3DSA:3.40.50.300:FF:000006	DNA-binding transcriptional regulator NtrC	133	311	1.50E-81	-	-	-
ENTRAF0954	Q88CY1	478	CDD	cd00009	AAA	142	310	6.04E-27	-	-	-
ENTRAF0954	Q88CY1	478	SUPERFAMILY	SSF46689	Homeodomain-like	381	465	1.16E-20	IPR009057	Homedomain-like superfamily	-
ENTRAF0954	Q88CY1	478	SUPERFAMILY	SSF52172	CheY-like	5	186	3.98E-42	IPR011006	CheY-like superfamily	-
ENTRAF0954	Q88CY1	478	SMART	SM00382	AAA_5	161	304	5.50E-12	IPR003593	AAA+ ATPase domain	GO:0016887(InterPro)
ENTRAF0954	Q88CY1	478	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	140	384	4.58E-72	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
ENTRAF0954	Q88CY1	478	PANTHER	PTHR32071	TRANSCRIPTIONAL REGULATORY PROTEIN	1	465	9.50E-142	-	-	-
ENTRAF0954	Q88CY1	478	Pfam	PF00072	Response regulator receiver domain	7	116	1.20E-26	IPR001789	"Signal transduction response regulator, receiver domain"	GO:0000160(InterPro)
ENTRAF0954	Q88CY1	478	Gene3D	G3DSA:1.10.8.60	-	313	384	9.70E-19	-	-	-
ENTRAF0954	Q88CY1	478	ProSiteProfiles	PS50110	Response regulatory domain profile.	6	120	39.846039	IPR001789	"Signal transduction response regulator, receiver domain"	GO:0000160(InterPro)
ENTRAF0954	Q88CY1	478	CDD	cd19919	REC_NtrC	5	119	5.32E-76	-	-	-
ENTRAF0954	Q88CY1	478	SMART	SM00448	REC_2	5	116	1.70E-32	IPR001789	"Signal transduction response regulator, receiver domain"	GO:0000160(InterPro)
ENTRAF0954	Q88CY1	478	Pfam	PF02954	"Bacterial regulatory protein, Fis family"	424	463	3.80E-09	IPR002197	"DNA binding HTH domain, Fis-type"	GO:0043565(InterPro)
ENTRAF0954	Q88CY1	478	NCBIfam	TIGR01818	nitrogen regulation protein NR(I)	7	463	2.80E-234	IPR010114	DNA-binding transcriptional regulator NtrC	GO:0000156(InterPro)|GO:0000160(InterPro)|GO:0003677(InterPro)|GO:0005524(InterPro)|GO:0006808(InterPro)
ENTRAF0954	Q88CY1	478	Gene3D	G3DSA:3.40.50.300	-	135	312	1.20E-67	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
ENTRAF0954	Q88CY1	478	Gene3D	G3DSA:3.40.50.2300	-	4	134	9.80E-34	-	-	-
ENTRAF0954	Q88CY1	478	FunFam	G3DSA:3.40.50.2300:FF:000018	DNA-binding transcriptional regulator NtrC	2	131	4.50E-54	-	-	-
ENTRAF0954	Q88CY1	478	ProSitePatterns	PS00676	Sigma-54 interaction domain ATP-binding region B signature.	227	242	-	IPR025943	"Sigma-54 interaction domain, ATP-binding site 2"	-
ENTRAF0954	Q88CY1	478	FunFam	G3DSA:1.10.8.60:FF:000014	DNA-binding transcriptional regulator NtrC	312	384	1.40E-28	-	-	-
ENTRAF0954	Q88CY1	478	NCBIfam	NF008176	nitrogen regulation protein NR(I)	5	466	2.30E-231	-	-	-
ENTRAF0954	Q88CY1	478	Gene3D	G3DSA:1.10.10.60	-	385	466	2.00E-25	-	-	-
ENTRAF0954	Q88CY1	478	PRINTS	PR01590	FIS bacterial regulatory protein HTH signature	429	446	2.50E-07	IPR002197	"DNA binding HTH domain, Fis-type"	GO:0043565(InterPro)
ENTRAF0954	Q88CY1	478	PRINTS	PR01590	FIS bacterial regulatory protein HTH signature	446	466	2.50E-07	IPR002197	"DNA binding HTH domain, Fis-type"	GO:0043565(InterPro)
ENTRAF0954	Q88CY1	478	ProSiteProfiles	PS50045	Sigma-54 interaction domain profile.	141	370	63.442375	IPR002078	RNA polymerase sigma factor 54 interaction domain	GO:0005524(InterPro)|GO:0006355(InterPro)|GO:0008134(InterPro)
